Temp,Flow Rate,Pressure
45.37534303691291,5000,60.0
48.28626456667911,5000,60.3042803925631
51.68818293223457,5000,60.666687634230286
56.996420653404506,5000,61.25527438066609
59.45615776693882,5000,61.50527615773861
55.239923820872065,5000,60.96309763866112
67.80827591211057,5000,62.41107467117589
66.21677336245736,5000,62.180529067381414
63.38965989569101,5000,61.8038264835861
57.05250325608764,5000,61.012078624044705
51.59881092295488,5000,60.32529712735399
48.318088700616,5000,59.8956923413241
47.37903544645524,5000,59.74282453263352
48.42887450532447,5000,59.82468501320463
50.87004312527311,5000,60.070493120094326
59.198781380311935,5000,61.00974593303013
58.65914737306452,5000,60.904212526812366
61.967563339346455,5000,61.25145797946215
71.36325440868677,5000,62.31413285217939
68.42206504807457,5000,61.926562786687306
63.82444073560332,5000,61.34473882116947
56.03576431934012,5000,60.38886738882783
52.24338095708031,5000,59.90220363571202
45.33282058239691,5000,59.05049575445552
46.69800515581394,5000,59.16834025111849
43.89066883314632,5000,58.79787261026287
49.665636228025384,5000,59.43108059930827
60.84979365966243,5000,60.695806500204405
61.97815070821719,5000,60.785549441949335
61.34699844585514,5000,60.6699092384263
66.37650946562897,5000,61.214325568288324
65.39569042576966,5000,61.05804528558099
61.09971356412552,5000,60.51584294877096
54.612186077226205,5000,59.71899116884466
52.454528055196704,5000,59.42611479975557
46.62822573283903,5000,58.707154304395274
45.99894298697261,5000,58.592089951215364
46.62718992088884,5000,58.62298178866332
50.41358115661275,5000,59.0199802224527
62.09779752668337,5000,60.331697996350094
60.19139086056566,5000,60.068977909287064
56.770730178490204,5000,59.63121712710965
72.43008310174773,5000,61.399684878766784
67.05727186280473,5000,60.73692792978346
63.45498844591808,5000,60.27901954874475
60.83354896193305,5000,59.93456707839698
50.434782084482414,5000,58.69363408880108
47.10705376050808,5000,58.26823571188794
45.38337107704448,5000,58.02778767970524
51.067071214205164,5000,58.639680261631554
55.956544736946356,5000,59.15979685413915
58.43937606360579,5000,59.403032178186336
62.77465968260227,5000,59.85873104733686
56.03093546081962,5000,59.043081413422755
69.61738922796397,5000,60.55863075786253
70.96681991215212,5000,60.67122210540869
63.506232111671935,5000,59.775125278073595
58.685102164790166,5000,59.18158420765983
52.4454340839255,5000,58.42626748208408
48.97088256587659,5000,57.98734326916698
46.50289777054886,5000,57.663610818702765
44.64399727751189,5000,57.40956274725959
51.22635644960627,5000,58.11787519803448
56.5326385787785,5000,58.68029290137444
60.156976394478605,5000,59.05083167910368
55.29555681519167,5000,58.45587586352036
68.34660957606606,5000,59.89728498492577
70.75997330448529,5000,60.12940059008651
64.71009208857738,5000,59.40072030187101
62.88569982924703,5000,59.15179243098505
51.92614906300291,5000,57.867610335798645
42.184267047059706,5000,56.722242591811025
47.98297926641645,5000,57.33652009861385
47.99218069496844,5000,57.29556072110945
51.294414748619545,5000,57.62674862999777
55.32095434528998,5000,58.039459437092056
58.60767481096422,5000,58.36835523190055
59.960307628056164,5000,58.478885722865904
70.68090896426125,5000,59.64493345061171
68.55915553346688,5000,59.36401254552227
65.21198424470748,5000,58.945369440585544
58.33787442999474,5000,58.130405535177665
49.9222174974259,5000,57.14278455029585
48.17817132283364,5000,56.90495962582987
47.00478277080742,5000,56.731306427892925
51.47544511866558,5000,57.19053986328293
52.096649755705315,5000,57.218135823083934
55.89646261858324,5000,57.60153131059959
61.318184756685355,5000,58.1660600404864
60.23806868486937,5000,58.00331450799397
68.87374013401562,5000,58.92599255696909
65.96628845682729,5000,58.5594367723865
67.09625632096038,5000,58.64348349795632
54.60424932142273,5000,57.20901054736604
50.7364140881716,5000,56.736182673673625
48.18042836095986,5000,56.40968882720241
43.90405586700883,5000,55.89206155887
47.23479470189702,5000,56.220235268595104
52.99510977855735,5000,56.817950816045325
57.19099560195384,5000,57.24158345547932
56.41681065926004,5000,57.11373234148322
57.53862012993036,5000,57.19604090985151
69.78426124058782,5000,58.509994100256414
70.65955125999605,5000,58.564844966716464
61.92750742886779,5000,57.557336477355584
61.022714864261964,5000,57.41536584931126
50.26345242601377,5000,56.18544276152456
50.39215635909346,5000,56.15764226363056
50.35018630825435,5000,56.11101529976512
50.20573758091487,5000,56.05310254471436
51.62383727592853,5000,56.167206221002175
61.338046542678896,5000,57.19374230437484
61.29416841051412,5000,57.146919373204405
59.73073912555661,5000,56.93319888752969
69.64392562877926,5000,57.979218887556215
67.61993857686222,5000,57.715237355905955
63.73985142275403,5000,57.2479968082994
62.71924714537511,5000,57.09422505365911
53.03399942406405,5000,55.99232221103523
48.49040449394667,5000,55.45346764354613
45.048550905170984,5000,55.03537636195959
48.2644611428214,5000,55.34451085080503
51.43438893187656,5000,55.64836220913276
56.559562110156065,5000,56.16511667316143
59.161937718437436,5000,56.40661976457588
57.822103011668034,5000,56.2187666222457
70.2599439296715,5000,57.529727480109926
68.17863727367701,5000,57.26149270437218
62.59139438949583,5000,56.612613280530866
59.03435499448297,5000,56.184538475885795
53.16169242466522,5000,55.50560613167218
41.96411105410916,5000,54.25006644220612
45.50076516369241,5000,54.591055395295555
47.25350764131652,5000,54.73871628046512
51.48732833555754,5000,55.154498609409735
60.54302934630908,5000,56.09090222705334
59.14697678904202,5000,55.89818160706538
57.931252907356445,5000,55.72502817499552
68.46610091375399,5000,56.81868151124487
69.65543705783517,5000,56.90479687536645
60.74710649695661,5000,55.90389868662058
57.37194945444403,5000,55.49886744508511
50.769055758015206,5000,54.747198528329946
46.80972661851424,5000,54.279982097495505
45.3628720924354,5000,54.08271573221963
45.246034262124056,5000,54.02818723832538
49.65431260711879,5000,54.45851874247009
57.895358837434046,5000,55.29883736135857
57.29265220312011,5000,55.1923582059982
61.596118230813076,5000,55.6104043397447
70.67170702719251,5000,56.53786443541938
66.1665838623051,5000,56.01498158028097
65.0262122936794,5000,55.85134799891054
57.543362472668136,5000,55.011816807584054
52.46757473138516,5000,54.42924591719261
50.690882496585196,5000,54.1981742666234
47.83734859106936,5000,53.85274265111299
45.78055690682617,5000,53.592203363180865
53.00489623340552,5000,54.317206483758916
57.14387182548201,5000,54.71429914384859
61.031044169808816,5000,55.08436237288389
58.702693360349286,5000,54.79573148198348
66.81139631260604,5000,55.61198915639305
61.45978540309778,5000,55.00398064087608
62.644278622539574,5000,55.087161959277005
56.34345812029667,5000,54.379776880387745
50.42171632499481,5000,53.712906238299155
51.95495669848823,5000,53.83256953961331
46.233826959845686,5000,53.187809725929064
49.346114909290606,5000,53.473451642273936
50.0960550966543,5000,53.510338623343415
59.311677245388054,5000,54.43697913207786
57.8769702903644,5000,54.24429544888101
55.62390346322356,5000,53.9658445530927
69.35011996482373,5000,55.36323914988952
68.28368165029032,5000,55.20949226611849
61.82879742048805,5000,54.49163049878939
60.85988475115932,5000,54.34825816411023
52.10136679161598,5000,53.39060721822486
44.51465799999526,5000,52.55608539087153
41.09048277707143,5000,52.156675248882586
49.13038978155849,5000,52.95319314335565
53.58231115102381,5000,53.375135975504826
59.27750359301324,5000,53.926175696901474
57.13964921984687,5000,53.66173441835374
56.96321023777509,5000,53.60139050346308
71.17475106616072,5000,55.03577163778302
67.56950050086627,5000,54.619521927834505
64.01013747748348,5000,54.20831955944845
59.360147670624315,5000,53.68436306312862
54.24580559276901,5000,53.11269233483204
46.07286078877403,5000,52.22492389773239
45.69738907441494,5000,52.14409983247271
48.14533132954053,5000,52.35501523900867
50.788681720876184,5000,52.585900823221
59.963151908693,5000,53.49026898850383
56.91043309706947,5000,53.13362092576673
59.71461935817602,5000,53.38042409826401
69.16154765410522,5000,54.31059843082196
70.97333259042753,5000,54.45490340617783
64.29038368025277,5000,53.72622859634691
56.75389677573566,5000,52.910457415233694
51.4614885691273,5000,52.32551679803163
45.117424937745795,5000,51.63321032918882
47.45477729364705,5000,51.83060892926811
47.3307233219299,5000,51.77591323918388
51.58565594310652,5000,52.16901032511075
58.94188872079793,5000,52.878632269962374
60.09912487541207,5000,52.95477885436101
58.01759297633642,5000,52.70043586221996
67.744235079115,5000,53.649888155634876
70.73455253751929,5000,53.912457596568835
64.90449729712599,5000,53.27711777301428
58.34823306193526,5000,52.56839537683077
53.76186318197643,5000,52.06036864708412
47.12484196035424,5000,51.344516326297246
49.20883164916097,5000,51.51392946734428
47.284925392855584,5000,51.27691520348844
51.59043529479518,5000,51.67098046057312
