,Temp,Flow Rate,Pressure
0,45.37534303691291,0,60.0
1,48.28626456667911,0,60.3442803925631
2,51.68818293223457,0,60.7469558786992
3,56.996420653404506,0,61.37637695601897
4,59.45615776693882,0,61.66695602488503
5,55.239923820872065,0,61.163462678827386
6,67.80827591211057,0,62.65633676086114
7,66.21677336245736,0,62.46505021342755
8,63.38965989569101,0,62.126816121873226
9,57.05250325608764,0,61.37115004555242
10,51.59881092295488,0,60.72057384765172
11,48.318088700616,0,60.328429312032696
12,47.37903544645524,0,60.214760500835816
13,48.42887450532447,0,60.337599412143625
14,50.87004312527311,0,60.62587507773627
15,59.198781380311935,0,61.6142000670416
16,58.65914737306452,0,61.548037203522405
17,61.967563339346455,0,61.93939740977159
18,71.36325440868677,0,63.054479324340285
19,68.42206504807457,0,62.702803583824554
20,63.82444073560332,0,62.15421300045404
21,56.03576431934012,0,61.22628258242134
22,52.24338095708031,0,60.77345265664821
23,45.33282058239691,0,59.94996795991628
24,46.69800515581394,0,60.11024724870262
25,43.89066883314632,0,59.77455069711385
26,49.665636228025384,0,60.458974412471974
27,60.84979365966243,0,61.78630086943216
28,61.97815070821719,0,61.91841077760265
29,61.34699844585514,0,61.84139814033365
30,66.37650946562897,0,62.43713771479838
31,65.39569042576966,0,62.318574578910784
32,61.09971356412552,0,61.80604567997136
33,54.612186077226205,0,61.0331003982337
34,52.454528055196704,0,60.77470352476898
35,46.62822573283903,0,60.080380401473164
36,45.99894298697261,0,60.00360699123298
37,46.62718992088884,0,60.07625483483674
38,50.41358115661275,0,60.524136109649774
39,62.09779752668337,0,61.91035410790401
40,60.19139086056566,0,61.68185859720868
41,56.770730178490204,0,61.273471449395835
42,72.43008310174773,0,63.13179980484009
43,67.05727186280473,0,62.491531000886816
44,63.45498844591808,0,62.06160762094147
45,60.83354896193305,0,61.748210941313516
46,50.434782084482414,0,60.510997762093744
47,47.10705376050808,0,60.1137280077575
48,45.38337107704448,0,59.906994658882965
49,51.067071214205164,0,60.58006329374397
50,55.956544736946356,0,61.15878028607135
51,58.43937606360579,0,61.45165358586037
52,62.77465968260227,0,61.96451650405908
53,56.03093546081962,0,61.161650453772786
54,69.61738922796397,0,62.773087393184824
55,70.96681991215212,0,62.93133170598222
56,63.506232111671935,0,62.043418271493145
57,58.685102164790166,0,61.468947813816996
58,52.4454340839255,0,60.72606145252449
59,48.97088256587659,0,60.311513378099065
60,46.50289777054886,0,60.0164889093569
61,44.64399727751189,0,59.79378853094959
62,51.22635644960627,0,60.57326154462298
63,56.5326385787785,0,61.2012149195848
64,60.156976394478605,0,61.629476480155134
65,55.29555681519167,0,61.05037406750416
66,68.34660957606606,0,62.597622631812534
67,70.75997330448529,0,62.88209613747579
68,64.71009208857738,0,62.16197995012774
69,62.88569982924703,0,61.9434329773677
70,51.92614906300291,0,60.64062669244167
71,42.184267047059706,0,59.48238555721299
72,47.98297926641645,0,60.16859797457267
73,47.99218069496844,0,60.16768999753592
74,51.294414748619545,0,60.557585183309854
75,55.32095434528998,0,61.03342210954674
76,58.60767481096422,0,61.42145054576501
77,59.960307628056164,0,61.57995950597689
78,70.68090896426125,0,62.85006873371455
79,68.55915553346688,0,62.59630895399703
80,65.21198424470748,0,62.19715810197312
81,58.33787442999474,0,61.37955275946643
82,49.9222174974259,0,60.379077132165186
83,48.17817132283364,0,60.17016162547816
84,47.00478277080742,0,60.028954177648224
85,51.47544511866558,0,60.55732304838056
86,52.096649755705315,0,60.629016093254876
87,55.89646261858324,0,61.077770202726924
88,61.318184756685355,0,61.718902799074435
89,60.23806868486937,0,61.58878200529649
90,68.87374013401562,0,62.61109150497922
91,65.96628845682729,0,62.26423873211629
92,67.09625632096038,0,62.39625988813911
93,54.60424932142273,0,60.91267832221351
94,50.7364140881716,0,60.451958980078736
95,48.18042836095986,0,60.146833011314136
96,43.90405586700883,0,59.637695417067704
97,47.23479470189702,0,60.03067649910811
98,52.99510977855735,0,60.71175007389775
99,57.19099560195384,0,61.20729305152275
100,56.41681065926004,0,61.113494153310114
101,57.53862012993036,0,61.24450824037344
102,69.78426124058782,0,62.69443891638305
103,70.65955125999605,0,62.796216242370704
104,61.92750742886779,0,61.75894875525948
105,61.022714864261964,0,61.64968039865563
106,50.26345242601377,0,60.37214940417513
107,50.39215635909346,0,60.385406994406225
108,50.35018630825435,0,60.378431694787146
109,50.20573758091487,0,60.35930872545973
110,51.62383727592853,0,60.5254048622029
111,61.338046542678896,0,61.6748521818636
112,61.29416841051412,0,61.66765137570833
113,59.73073912555661,0,61.480346565566265
114,69.64392562877926,0,62.65326467975903
115,67.61993857686222,0,62.411387911438396
116,63.73985142275403,0,61.94954655951455
117,62.71924714537511,0,61.82659543625842
118,53.03399942406405,0,60.67684040164574
119,48.49040449394667,0,60.13641720175168
120,45.048550905170984,0,59.72656566105435
121,48.2644611428214,0,60.10563068668364
122,51.43438893187656,0,60.47923458482221
123,56.559562110156065,0,61.08449490594914
124,59.161937718437436,0,61.39082940553013
125,57.822103011668034,0,61.230088367396235
126,70.2599439296715,0,62.70165169619175
127,68.17863727367701,0,62.45307840736853
128,62.59139438949583,0,61.78917655237049
129,59.03435499448297,0,61.36579970922024
130,53.16169242466522,0,60.66813033605075
131,41.96411105410916,0,59.33972046181487
132,45.50076516369241,0,59.75664082277888
133,47.25350764131652,0,59.96224804544826
134,51.48732833555754,0,60.46171500383209
135,60.54302934630908,0,61.53226506194455
136,59.14697678904202,0,61.364923076503516
137,57.931252907356445,0,61.21894307502938
138,68.46610091375399,0,62.46456015521261
139,69.65543705783517,0,62.6034059062249
140,60.74710649695661,0,61.546480911689194
141,57.37194945444403,0,61.14480761693816
142,50.769055758015206,0,60.36094356485364
143,46.80972661851424,0,59.890125695183755
144,45.3628720924354,0,59.71681167161049
145,45.246034262124056,0,59.70097801514035
146,49.65431260711879,0,60.22090285078981
147,57.895358837434046,0,61.194581680447165
148,57.29265220312011,0,61.12122801140703
149,61.596118230813076,0,61.62869319011052
150,70.67170702719251,0,62.7010705392011
151,66.1665838623051,0,62.165766529185525
152,65.0262122936794,0,62.02877684235066
153,57.543362472668136,0,61.14103484929134
154,52.46757473138516,0,60.53823550169773
155,50.690882496585196,0,60.325942966572995
156,47.83734859106936,0,59.986204683333284
157,45.78055690682617,0,59.74077525315225
158,53.00489623340552,0,60.593775760117786
159,57.14387182548201,0,61.081607323737366
160,61.031044169808816,0,61.539623896047146
161,58.702693360349286,0,61.26209066640901
162,66.81139631260604,0,62.219629996258234
163,61.45978540309778,0,61.58437013728862
164,62.644278622539574,0,61.72252749602617
165,56.34345812029667,0,60.97499537263328
166,50.42171632499481,0,60.27233996917966
167,51.95495669848823,0,60.451745633846514
168,46.233826959845686,0,59.772871331787954
169,49.346114909290606,0,60.13907784770762
170,50.0960550966543,0,60.225798327684224
171,59.311677245388054,0,61.31400163104394
172,57.8769702903644,0,61.142282081123895
173,55.62390346322356,0,60.87376286008899
174,69.35011996482373,0,62.49540770569683
175,68.28368165029032,0,62.36726503109276
176,61.82879742048805,0,61.60177947385888
177,60.85988475115932,0,61.48517992621285
178,52.10136679161598,0,60.447287239691626
179,44.51465799999526,0,59.548017157222894
180,41.09048277707143,0,59.14105805288633
181,49.13038978155849,0,60.08986320368968
182,53.58231115102381,0,60.614333085169804
183,59.27750359301324,0,61.285805977528696
184,57.13964921984687,0,61.031006796754355
185,56.96321023777509,0,61.008143744031486
186,71.17475106616072,0,62.68653433870735
187,67.56950050086627,0,62.258258543968914
188,64.01013747748348,0,61.83542189628835
189,59.360147670624315,0,61.28365419406488
190,54.24580559276901,0,60.677005914798244
191,46.07286078877403,0,59.70878307418374
192,45.69738907441494,0,59.662395499867934
193,48.14533132954053,0,59.949777022633455
194,50.788681720876184,0,60.260248136461556
195,59.963151908693,0,61.34272856896578
196,56.91043309706947,0,60.97988965242601
197,59.71461935817602,0,61.30934053575202
198,69.16154765410522,0,62.42391778709033
199,70.97333259042753,0,62.63605437922812
200,64.29038368025277,0,61.8442154843062
201,56.75389677573566,0,60.95152814386694
202,51.4614885691273,0,60.32407408569975
203,45.117424937745795,0,59.57236079082104
204,47.45477729364705,0,59.84656944966321
205,47.3307233219299,0,59.829910283698666
206,51.58565594310652,0,60.33068885363806
207,58.94188872079793,0,61.19789970137735
208,60.09912487541207,0,61.33263400239284
209,58.01759297633642,0,61.08469670831447
210,67.744235079115,0,62.231881940906234
211,70.73455253751929,0,62.58317120473519
212,64.90449729712599,0,61.89240483392769
213,58.34823306193526,0,61.11586870695016
214,53.76186318197643,0,60.572067340844946
215,47.12484196035424,0,59.7860423864851
216,49.20883164916097,0,60.03021385553494
217,47.284925392855584,0,59.80095982764007
218,51.59043529479518,0,60.307514619161076
219,58.36806314842658,0,61.10604252295959
220,58.37817363950251,0,61.10523666720935
221,58.54424880165349,0,61.1228510665111
222,70.35401649997574,0,62.51560460464054
223,67.08943703074007,0,62.128064582391225
224,64.95781754866073,0,61.87433287381489
225,58.19136957055097,0,61.073281040730954
226,55.962355003936985,0,60.808064674255746
227,47.0679505403798,0,59.75579077247735
228,44.56891887738175,0,59.45870863374785
229,45.913960295890554,0,59.61552388783804
230,52.90360871453952,0,60.438796280832214
231,58.656999168610206,0,61.11608040319043
232,57.1917933533315,0,60.941093972875336
233,60.533664690766074,0,61.333632006688
